Row_ID,Order_Priority,Discount,Unit Price,Shipping Cost,Customer_ID,Customer_Name,Ship_Mode,Customer_Segment,Product_Category,Product_Sub_Category,Product_Container,Product_Name,Product_Base_Margin,Region,Manager,State_or_Province,City,Postal_Code,Order_Date,Ship_Date,Profit,Quantity_ordered_new,Sales,Order_ID,Return_Status
18737,Low,0.07,140.98,53.48,693,Richard McClure,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",0.65,West,William,Colorado,Thornton,80229,2010-09-08,2010-09-15,-263.65,5,734.74,87812,Not Returned
18738,Low,0.06,205.99,5.26,693,Richard McClure,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,i470,0.56,West,William,Colorado,Thornton,80229,2010-09-08,2010-09-15,890.18,11,1882.87,87812,Not Returned
18810,High,0.00,230.98,23.78,693,Richard McClure,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bush® Cubix Conference Tables, Fully Assembled",0.60,West,William,Colorado,Thornton,80229,2010-11-05,2010-11-07,6095.86,36,8834.58,87813,Not Returned
22379,Low,0.02,14.34,5.00,693,Richard McClure,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,West,William,Colorado,Thornton,80229,2011-08-21,2011-08-26,63.74,6,92.37,87816,Not Returned
24666,High,0.08,8.17,1.69,693,Richard McClure,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",0.38,West,William,Colorado,Thornton,80229,2013-04-25,2013-04-26,56.31,10,81.61,87819,Not Returned
18575,Medium,0.07,22.38,15.10,693,Richard McClure,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,West,William,Colorado,Thornton,80229,2013-08-18,2013-08-20,-57.28,17,364.92,87820,Not Returned
18576,Medium,0.03,29.99,5.50,693,Richard McClure,Express Air,Small Business,Technology,Computer Peripherals,Small Box,Logitech Cordless Access Keyboard,0.51,West,William,Colorado,Thornton,80229,2013-08-18,2013-08-19,338.23,18,541.60,87820,Not Returned
22380,Low,0.00,1.14,0.70,693,Richard McClure,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,0.38,West,William,Colorado,Thornton,80229,2013-08-21,2013-08-21,-0.38,4,5.23,87821,Not Returned
24667,High,0.08,8.69,2.99,694,Cecil Bray Bush,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",0.39,West,William,Colorado,Westminster,80030,2011-04-25,2011-04-26,46.97,9,76.64,87814,Not Returned
26145,Not Specified,0.02,131.12,0.99,694,Cecil Bray Bush,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,0.55,West,William,Colorado,Westminster,80030,2012-09-23,2012-09-23,211.73,4,529.41,87817,Not Returned
26146,Not Specified,0.09,6.48,7.86,694,Cecil Bray Bush,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 213,0.37,West,William,Colorado,Westminster,80030,2012-09-23,2012-09-25,-64.50,7,46.04,87817,Not Returned
25392,Medium,0.10,4.77,2.39,694,Cecil Bray Bush,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",0.72,West,William,Colorado,Westminster,80030,2012-10-10,2012-10-12,-23.90,2,10.13,87818,Not Returned
25393,Medium,0.01,2.21,1.12,694,Cecil Bray Bush,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 327,0.58,West,William,Colorado,Westminster,80030,2012-10-10,2012-10-12,-5.01,11,26.31,87818,Not Returned
24668,High,0.06,7.08,2.35,694,Cecil Bray Bush,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,0.47,West,William,Colorado,Westminster,80030,2013-04-25,2013-04-27,53.15,11,78.91,87819,Not Returned
24854,Critical,0.05,10.23,4.68,694,Cecil Bray Bush,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Box Cutter Scissors,0.59,West,William,Colorado,Westminster,80030,2013-11-09,2013-11-10,10.97,17,179.31,87822,Not Returned
18393,Critical,0.02,65.99,3.99,695,Alison Jacobson,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,Central,Chris,Michigan,Southgate,48195,2011-06-07,2011-06-10,550.36,14,797.62,87815,Not Returned
18574,Medium,0.02,4.48,49.00,695,Alison Jacobson,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,0.60,Central,Chris,Michigan,Southgate,48195,2013-08-18,2013-08-18,-696.48,18,109.06,87820,Not Returned
22613,Medium,0.06,8.12,2.83,696,Johnny Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,Central,Chris,Indiana,Crown Point,46307,2010-03-27,2010-03-28,-82.83,10,78.54,89847,Not Returned
22614,Medium,0.05,51.65,18.45,696,Johnny Reid,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,Central,Chris,Indiana,Crown Point,46307,2010-03-27,2010-03-28,25.04,12,605.10,89847,Not Returned
19225,Low,0.10,40.48,19.99,696,Johnny Reid,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,Central,Chris,Indiana,Crown Point,46307,2010-04-07,2010-04-09,-580.32,9,355.84,89848,Not Returned
22267,High,0.10,12.22,2.85,696,Johnny Reid,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,Central,Chris,Indiana,Crown Point,46307,2011-08-30,2011-09-01,-3.84,1,14.40,89851,Not Returned
19659,Low,0.04,3.38,0.85,696,Johnny Reid,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,0.48,Central,Chris,Indiana,Crown Point,46307,2012-03-16,2012-03-16,21.94,9,31.79,89852,Not Returned
22615,Medium,0.01,6.68,1.50,696,Johnny Reid,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,0.48,Central,Chris,Indiana,Crown Point,46307,2013-03-27,2013-03-28,-7.51,1,7.63,89854,Not Returned
22616,Medium,0.10,175.99,8.99,697,Adam G Sawyer,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,Central,Chris,Indiana,East Chicago,46312,2010-03-27,2010-03-28,928.96,10,1346.32,89847,Not Returned
25480,Critical,0.08,14.81,13.32,697,Adam G Sawyer,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,Central,Chris,Indiana,East Chicago,46312,2010-08-07,2010-08-09,-131.62,20,292.18,89849,Not Returned
26225,Low,0.04,30.98,6.50,697,Adam G Sawyer,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,0.64,Central,Chris,Indiana,East Chicago,46312,2011-02-01,2011-02-03,43.72,8,253.88,89850,Not Returned
22792,Low,0.04,22.23,3.63,697,Adam G Sawyer,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock",0.52,Central,Chris,Indiana,East Chicago,46312,2012-03-28,2012-03-30,-10.74,1,26.68,89853,Not Returned
25642,Medium,0.06,155.99,3.90,697,Adam G Sawyer,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T39m,0.55,Central,Chris,Indiana,East Chicago,46312,2013-04-18,2013-04-19,812.69,9,1177.81,89855,Not Returned
4613,Medium,0.06,8.12,2.83,698,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,West,William,Washington,Seattle,98105,2010-03-27,2010-03-28,-82.83,41,322.03,32869,Not Returned
4614,Medium,0.05,51.65,18.45,698,Nelson Hensley,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",0.65,West,William,Washington,Seattle,98105,2010-03-27,2010-03-28,25.04,49,2470.84,32869,Not Returned
4616,Medium,0.10,175.99,8.99,698,Nelson Hensley,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,0.57,West,William,Washington,Seattle,98105,2010-03-27,2010-03-28,930.99,39,5250.66,32869,Not Returned
1225,Low,0.10,40.48,19.99,698,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,West,William,Washington,Seattle,98105,2010-04-07,2010-04-09,-580.32,36,1423.35,8994,Not Returned
7480,Critical,0.08,14.81,13.32,698,Nelson Hensley,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",0.43,West,William,Washington,Seattle,98105,2010-08-07,2010-08-09,-253.11,79,1154.12,53410,Not Returned
8225,Low,0.04,30.98,6.50,698,Nelson Hensley,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,0.64,West,William,Washington,Seattle,98105,2011-02-01,2011-02-03,43.72,31,983.78,58788,Not Returned
4267,High,0.10,12.22,2.85,698,Nelson Hensley,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,West,William,Washington,Seattle,98105,2011-08-30,2011-09-01,-7.39,2,28.80,30372,Not Returned
1659,Low,0.04,3.38,0.85,698,Nelson Hensley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,0.48,West,William,Washington,Seattle,98105,2012-03-16,2012-03-16,26.09,35,123.62,11968,Not Returned
4792,Low,0.04,22.23,3.63,698,Nelson Hensley,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock",0.52,West,William,Washington,Seattle,98105,2012-03-28,2012-03-30,-10.74,1,26.68,34048,Not Returned
4615,Medium,0.01,6.68,1.50,698,Nelson Hensley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,0.48,West,William,Washington,Seattle,98105,2013-03-27,2013-03-28,-7.51,2,15.26,32869,Not Returned
7642,Medium,0.06,155.99,3.90,698,Nelson Hensley,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T39m,0.55,West,William,Washington,Seattle,98105,2013-04-18,2013-04-19,1380.32,36,4711.24,54753,Not Returned
6289,Medium,0.03,5.28,5.61,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1954,0.40,West,William,California,Los Angeles,90041,2010-04-23,2010-04-24,-16.67,5,32.50,44517,Not Returned
7733,Critical,0.02,6.47,1.22,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",0.40,West,William,California,Los Angeles,90041,2010-06-06,2010-06-07,40.20,30,193.95,55392,Not Returned
7734,Critical,0.07,2.84,0.93,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,0.54,West,William,California,Los Angeles,90041,2010-06-06,2010-06-08,3.21,59,158.80,55392,Not Returned
5140,High,0.01,7.89,2.82,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",0.40,West,William,California,Los Angeles,90041,2010-06-30,2010-07-01,38.70,32,274.26,36647,Not Returned
5141,High,0.09,3.68,1.32,699,Jenny Gold,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",0.83,West,William,California,Los Angeles,90041,2010-06-30,2010-07-01,-21.91,24,83.16,36647,Not Returned
5142,High,0.10,9.71,9.45,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,0.60,West,William,California,Los Angeles,90041,2010-06-30,2010-07-03,-119.77,27,261.93,36647,Not Returned
4556,Medium,0.07,5.02,5.14,699,Jenny Gold,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,West,William,California,Los Angeles,90041,2010-07-29,2010-07-31,-168.72,42,210.10,32420,Not Returned
4557,Medium,0.07,280.98,57.00,699,Jenny Gold,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,West,William,California,Los Angeles,90041,2010-07-29,2010-07-31,-439.62,23,6499.87,32420,Not Returned
448,Medium,0.10,4.26,1.20,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,West,William,California,Los Angeles,90041,2010-11-20,2010-11-21,15.42,88,351.56,3042,Not Returned
2982,Medium,0.05,71.37,69.00,699,Jenny Gold,Regular Air,Consumer,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.68,West,William,California,Los Angeles,90041,2011-07-09,2011-07-09,-1730.30,47,2819.81,21539,Not Returned
3749,Critical,0.02,120.98,30.00,699,Jenny Gold,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,0.64,West,William,California,Los Angeles,90041,2011-07-23,2011-07-24,-64.14,14,1711.44,26784,Returned
6875,Not Specified,0.03,167.27,35.00,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.85,West,William,California,Los Angeles,90041,2011-10-22,2011-10-24,-373.48,11,1991.72,48994,Not Returned
8376,Not Specified,0.09,3.71,1.93,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",0.35,West,William,California,Los Angeles,90041,2011-12-15,2011-12-17,-1.06,26,95.75,59815,Not Returned
3304,Not Specified,0.04,37.70,2.99,699,Jenny Gold,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,West,William,California,Los Angeles,90041,2012-05-05,2012-05-07,63.61,9,371.01,23617,Not Returned
5079,Not Specified,0.07,4.98,4.32,699,Jenny Gold,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",0.64,West,William,California,Los Angeles,90041,2012-08-06,2012-08-08,-38.44,14,78.02,36196,Not Returned
5080,Not Specified,0.09,9.77,6.02,699,Jenny Gold,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,West,William,California,Los Angeles,90041,2012-08-06,2012-08-07,17.31,12,124.06,36196,Not Returned
1282,Low,0.09,95.99,35.00,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Safco Industrial Wire Shelving,,West,William,California,Los Angeles,90041,2012-12-06,2012-12-08,-505.69,36,3466.20,9344,Not Returned
1283,Low,0.02,125.99,8.99,699,Jenny Gold,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,West,William,California,Los Angeles,90041,2012-12-06,2012-12-06,900.41,62,6897.29,9344,Not Returned
5101,Medium,0.01,100.98,45.00,699,Jenny Gold,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,0.69,West,William,California,Los Angeles,90041,2012-12-25,2012-12-27,-593.80,90,9537.18,36356,Not Returned
5102,Medium,0.08,3.75,0.50,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,West,William,California,Los Angeles,90041,2012-12-25,2012-12-27,47.98,66,235.54,36356,Not Returned
8079,Low,0.09,217.85,29.10,699,Jenny Gold,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",0.68,West,William,California,Los Angeles,90041,2013-04-22,2013-04-27,-526.48,35,5740.62,57638,Returned
8080,Low,0.07,11.48,5.43,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,0.36,West,William,California,Los Angeles,90041,2013-04-22,2013-04-24,78.89,49,570.43,57638,Returned
8081,Low,0.08,2.08,2.56,699,Jenny Gold,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,0.55,West,William,California,Los Angeles,90041,2013-04-22,2013-04-24,-85.58,49,100.08,57638,Returned
2981,Medium,0.04,21.98,8.32,699,Jenny Gold,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,0.39,West,William,California,Los Angeles,90041,2013-07-09,2013-07-10,40.11,25,539.07,21539,Not Returned
3750,Critical,0.09,13.99,7.51,699,Jenny Gold,Regular Air,Consumer,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,0.39,West,William,California,Los Angeles,90041,2013-07-23,2013-07-24,-37.94,46,613.65,26784,Returned
683,Critical,0.04,31.76,45.51,699,Jenny Gold,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Hon iLevel™ Computer Training Table,0.65,West,William,California,Los Angeles,90041,2013-12-13,2013-12-15,-126.47,8,271.86,4771,Not Returned
18448,Medium,0.10,4.26,1.20,700,Joseph Grossman,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,West,William,California,Santa Maria,93454,2010-11-20,2010-11-21,33.92,22,87.89,87980,Not Returned
20981,Medium,0.04,21.98,8.32,701,Christine Gardner,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,0.39,West,William,California,Santa Monica,90405,2011-07-09,2011-07-10,40.11,5,107.81,87981,Not Returned
20982,Medium,0.05,71.37,69.00,701,Christine Gardner,Regular Air,Consumer,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.68,West,William,California,Santa Monica,90405,2011-07-09,2011-07-09,-1730.30,12,719.95,87981,Not Returned
21304,Not Specified,0.04,37.70,2.99,701,Christine Gardner,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,West,William,California,Santa Monica,90405,2012-05-05,2012-05-07,56.89,2,82.45,87985,Not Returned
19282,Low,0.09,95.99,35.00,701,Christine Gardner,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Safco Industrial Wire Shelving,,West,William,California,Santa Monica,90405,2012-12-06,2012-12-08,-252.85,9,866.55,87987,Not Returned
19283,Low,0.02,125.99,8.99,701,Christine Gardner,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,SC7868i,0.55,West,William,California,Santa Monica,90405,2012-12-06,2012-12-06,1228.17,16,1779.95,87987,Not Returned
18683,Critical,0.04,31.76,45.51,701,Christine Gardner,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Hon iLevel™ Computer Training Table,0.65,West,William,California,Santa Monica,90405,2013-12-13,2013-12-15,-42.49,2,67.96,87992,Not Returned
24289,Medium,0.03,5.28,5.61,702,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1954,0.40,West,William,California,Santa Rosa,95404,2010-04-23,2010-04-24,-16.67,1,6.50,87977,Not Returned
23140,High,0.01,7.89,2.82,702,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",0.40,West,William,California,Santa Rosa,95404,2010-06-30,2010-07-01,46.44,8,68.56,87979,Not Returned
23141,High,0.09,3.68,1.32,702,Kelly O'Connor,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",0.83,West,William,California,Santa Rosa,95404,2010-06-30,2010-07-01,-17.53,6,20.79,87979,Not Returned
23142,High,0.10,9.71,9.45,702,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,0.60,West,William,California,Santa Rosa,95404,2010-06-30,2010-07-03,-95.82,7,67.91,87979,Not Returned
23079,Not Specified,0.07,4.98,4.32,702,Kelly O'Connor,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",0.64,West,William,California,Santa Rosa,95404,2012-08-06,2012-08-08,-19.99,3,16.72,87986,Not Returned
23101,Medium,0.01,100.98,45.00,702,Kelly O'Connor,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,0.69,West,William,California,Santa Rosa,95404,2012-12-25,2012-12-27,-296.90,23,2437.28,87988,Not Returned
23102,Medium,0.08,3.75,0.50,702,Kelly O'Connor,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,0.37,West,William,California,Santa Rosa,95404,2012-12-25,2012-12-27,41.86,17,60.67,87988,Not Returned
26376,Not Specified,0.09,3.71,1.93,703,Victor Knox,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"""While you Were Out"" Message Book, One Form per Page",0.35,West,William,California,Saratoga,95070,2011-12-15,2011-12-17,-0.53,6,22.10,87984,Not Returned
26080,Low,0.07,11.48,5.43,704,Leo Jennings,Regular Air,Consumer,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,0.36,East,Erin,Connecticut,Manchester,6040,2013-04-22,2013-04-24,78.89,12,139.70,87989,Not Returned
24875,Not Specified,0.03,167.27,35.00,705,Laura Lyon,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.85,East,Erin,Connecticut,Milford,6460,2011-10-22,2011-10-24,-336.13,3,543.20,87983,Not Returned
26081,Low,0.08,2.08,2.56,706,Patrick Reilly,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,0.55,East,Erin,Connecticut,Norwalk,6850,2013-04-22,2013-04-24,-85.58,12,24.51,87989,Not Returned
23080,Not Specified,0.09,9.77,6.02,707,William Raynor,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,DAX Solid Wood Frames,0.48,East,Erin,Connecticut,Waterbury,6702,2012-08-06,2012-08-07,21.40,3,31.02,87986,Not Returned
26079,Low,0.09,217.85,29.10,708,Marianne Sutton,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",0.68,East,Erin,Maine,Bangor,4401,2013-04-22,2013-04-27,-526.48,9,1476.16,87989,Not Returned
22557,Medium,0.07,280.98,57.00,709,Benjamin Creech,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,East,Erin,Maine,Saco,4072,2013-07-29,2013-07-31,-400.93,7,1978.22,87991,Not Returned
22556,Medium,0.07,5.02,5.14,710,Glen Denton,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,East,Erin,Massachusetts,Holden,1520,2013-07-29,2013-07-31,-153.87,12,60.03,87991,Not Returned
25734,Critical,0.07,2.84,0.93,711,Pam Anthony,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,0.54,East,Erin,Massachusetts,Winthrop,2152,2010-06-06,2010-06-08,3.85,15,40.37,87978,Not Returned
21749,Critical,0.02,120.98,30.00,712,Katie Wood,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,0.64,East,Erin,New Jersey,Colonia,7067,2011-07-23,2011-07-24,-64.14,4,488.98,87982,Not Returned
21750,Critical,0.09,13.99,7.51,713,Cecil Nicholson,Regular Air,Consumer,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,0.39,East,Erin,New Jersey,Hawthorne,7506,2011-07-23,2011-07-24,-37.94,10,133.40,87982,Not Returned
25733,Critical,0.02,6.47,1.22,714,Seth Stanton,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",0.40,East,Erin,Rhode Island,Newport,2840,2013-06-06,2013-06-07,35.69,8,51.72,87990,Not Returned
23683,Not Specified,0.04,22.98,7.58,716,Norma Kendall,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",0.51,Central,Chris,Michigan,Owosso,48841,2011-04-10,2011-04-12,31.75,2,46.02,89346,Not Returned
23255,Medium,0.03,400.97,48.26,716,Norma Kendall,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,0.36,Central,Chris,Michigan,Owosso,48841,2011-10-12,2011-10-14,5757.90,20,8344.78,89347,Not Returned
26238,Low,0.03,2.88,0.99,716,Norma Kendall,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 474,0.36,Central,Chris,Michigan,Owosso,48841,2012-03-21,2012-03-26,16.69,8,24.19,89348,Not Returned
26239,Low,0.10,85.29,60.00,716,Norma Kendall,Delivery Truck,Corporate,Furniture,Tables,Jumbo Drum,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",0.56,Central,Chris,Michigan,Owosso,48841,2012-03-21,2012-03-26,-1255.86,13,1054.77,89348,Not Returned
24906,Medium,0.05,9.38,7.28,716,Norma Kendall,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Staples File Caddy,0.57,Central,Chris,Michigan,Owosso,48841,2012-10-02,2012-10-02,-90.23,12,119.13,89351,Not Returned
18943,High,0.08,10.01,1.99,717,Calvin Strickland,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,TDK 4.7GB DVD-R,0.41,West,William,Nevada,Las Vegas,89115,2011-02-11,2011-02-11,-7.23,2,20.39,89345,Not Returned
18944,High,0.08,51.98,10.17,717,Calvin Strickland,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,0.37,West,William,Nevada,Las Vegas,89115,2011-02-11,2011-02-12,351.48,10,509.39,89345,Not Returned
18945,High,0.05,64.98,6.88,718,Jimmy Hsu,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,0.73,West,William,Nevada,North Las Vegas,89031,2011-02-11,2011-02-13,150.04,9,562.96,89345,Not Returned
18946,High,0.05,138.75,52.42,718,Jimmy Hsu,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,0.74,West,William,Nevada,North Las Vegas,89031,2011-02-11,2011-02-12,-556.25,7,1010.62,89345,Not Returned
